AC No,AC Name,Sl no,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Vote Share (%)
246,BARSHI,10,ADV. KIRAN LAXMAN MANJARE,Independent,70,0,70,0.03
246,BARSHI,11,KISHOR ANAND DESHMUKH,Independent,86,4,90,0.04
246,BARSHI,12,DESHMUKH SAHEBRAO SHAHAJIRAO,Independent,794,12,806,0.32
246,BARSHI,13,MADHUKAR BABURAO (BABU) KALE,Independent,209,0,209,0.08
246,BARSHI,14,MOHSIN BABU PATHAN,Independent,537,6,543,0.22
246,BARSHI,15,MOHSIN SABIR TAMBOLI,Independent,1143,2,1145,0.46
246,BARSHI,16,LALU DASTAGIR SOUDAGAR,Independent,208,1,209,0.08
246,BARSHI,17,VARSHA VINOD KAMBALE,Independent,137,1,138,0.06
246,BARSHI,18,VINOD VIKRAM JADHAV,Independent,1749,3,1752,0.7
246,BARSHI,19,SHARIF RASHID SHAIKH,Independent,600,0,600,0.24
246,BARSHI,20,SAMIR MUBIN SAYYAD,Independent,302,2,304,0.12
246,BARSHI,21,NOTA,None of the Above,673,24,697,0.28
247,MOHOL,1,KHARE RAJU DNYANU,Nationalist Congress Party- Sharadchandra Pawar,124789,1049,125838,54.06
247,MOHOL,2,BALIRAM SUKHADEV MORE,Bahujan Samaj Party,1021,8,1029,0.44
247,MOHOL,3,MANE YASHWANT VITTHAL,Nationalist Congress Party,94809,827,95636,41.08
247,MOHOL,4,NANDU BABURAO KSHIRSAGAR,Blue India Party,699,1,700,0.3
247,MOHOL,5,KSHIRSAGAR NAGNATH DEVIDAS,Rashtriya Samaj Paksha,622,7,629,0.27
247,MOHOL,6,AMOL (ROCKY) BANGALE,Independent,799,2,801,0.34
247,MOHOL,7,AAKHADE ANIL NARSINH,Independent,4245,6,4251,1.83
247,MOHOL,8,KRUSHNA NAGNATH BHISE,Independent,338,4,342,0.15
247,MOHOL,9,THORAT SURESH MADHUKAR,Independent,804,2,806,0.35
247,MOHOL,10,SANJAY DATTATRAY KSHIRSAGAR,Independent,690,15,705,0.3
247,MOHOL,11,NOTA,None of the Above,2034,13,2047,0.88
248,SOLAPUR CITY NORTH,1,KOTHE MAHESH VISHNUPANT,Nationalist Congress Party- Sharadchandra Pawar,62199,433,62632,32.54
248,SOLAPUR CITY NORTH,2,DESHMUKH VIJAY SIDRAMAPPA,Bharatiya Janata Party,116617,598,117215,60.89
248,SOLAPUR CITY NORTH,3,PARSHURAM NAGNATH INGALE,Maharashtra Navnirman sena,1144,11,1155,0.6
248,SOLAPUR CITY NORTH,4,SHILWANT TATYARAO KALE,Bahujan Samaj Party,1539,8,1547,0.8
248,SOLAPUR CITY NORTH,5,AMIT RAMCHANDRA GAIKWAD,Republican Sena,235,2,237,0.12
248,SOLAPUR CITY NORTH,6,JUBER SALIM PATEL,Bharatiya Congress  Paksha,1885,0,1885,0.98
248,SOLAPUR CITY NORTH,7,DATTA VITTHAL THORAT,Blue India Party,138,0,138,0.07
248,SOLAPUR CITY NORTH,8,YUVRAJ CHANDRAKANT LIMBOLE,Right to Recall Party,73,0,73,0.04
248,SOLAPUR CITY NORTH,9,RAJU VASANT SHINDE,Rashtriya Janmanch (Secular),111,1,112,0.06
248,SOLAPUR CITY NORTH,10,VIKRANT SHRIKANT GAIKWAD,Vanchit Bahujan  Aaghadi,2459,18,2477,1.29
248,SOLAPUR CITY NORTH,11,AJIT VASANT MUTTUR,Independent,47,0,47,0.02
248,SOLAPUR CITY NORTH,12,UGHADE VIJAYKUMAR BHAGWAN,Independent,196,2,198,0.1
248,SOLAPUR CITY NORTH,13,DATTATRAY NAGNATH PANDHARE,Independent,206,5,211,0.11
248,SOLAPUR CITY NORTH,14,MALHARI GULAB PATOLE,Independent,108,1,109,0.06
248,SOLAPUR CITY NORTH,15,MARUTI SHIVRAM SAWANT,Independent,317,2,319,0.17
248,SOLAPUR CITY NORTH,16,MOKASHI  GURUSHANT ASHOK,Independent,697,0,697,0.36
248,SOLAPUR CITY NORTH,17,MOSIN GULAB BAGWAN MAINDARGIKAR,Independent,1689,4,1693,0.88
248,SOLAPUR CITY NORTH,18,VISHNU RAMSWAMI KHANDARE,Independent,387,0,387,0.2
248,SOLAPUR CITY NORTH,19,SHOBHA SHRISHAIL BANSHETTI,Independent,541,13,554,0.29
248,SOLAPUR CITY NORTH,20,SANTOSH BASAPPA KOTE,Independent,101,0,101,0.05
248,SOLAPUR CITY NORTH,21,NOTA,None of the Above,705,11,716,0.37
249,SOLAPUR CITY CENTRAL,1,ADAM NARSAYYA NARAYAN,Communist Party of India  (Marxist),6760,56,6816,3.38
249,SOLAPUR CITY CENTRAL,2,CHETAN PANDIT NAROTE,Indian National Congress,16103,282,16385,8.13
249,SOLAPUR CITY CENTRAL,3,DEVENDRA RAJESH KOTHE,Bharatiya Janata Party,109737,541,110278,54.71
249,SOLAPUR CITY CENTRAL,4,PROF. DR. SUBHASH KHANDERAO GAIKWAD,Bahujan Samaj Party,609,5,614,0.3
249,SOLAPUR CITY CENTRAL,5,KHIZER QUDDUS PEERZADE,All India Forward Bloc,245,0,245,0.12
249,SOLAPUR CITY CENTRAL,6,FAROOQ MAKBOOL SHABDI,All India Majlis-E-Ittehadul Muslimeen,61080,348,61428,30.48
249,SOLAPUR CITY CENTRAL,7,MANISH MADHUKAR KOMATI,Rashtriya Janmanch (Secular),241,0,241,0.12
249,SOLAPUR CITY CENTRAL,8,RAVIKANT REVAPPA BANSODE,Republican Party of India (A),141,0,141,0.07
249,SOLAPUR CITY CENTRAL,9,SHRINIWAS RANGAPPA SANGEPAG,Vanchit Bahujan  Aaghadi,1552,11,1563,0.78
249,SOLAPUR CITY CENTRAL,10,TOUFIQUE ISMAIL SHAIKH (PAILWAN),Independent,967,7,974,0.48
249,SOLAPUR CITY CENTRAL,11,DATTA VITHAL THORAT,Independent,193,0,193,0.1
249,SOLAPUR CITY CENTRAL,12,DEVIDAS SHANKAR DUPARGUDE,Independent,104,1,105,0.05
249,SOLAPUR CITY CENTRAL,13,PRADIP NILKANTH SARJAN,Independent,86,1,87,0.04
249,SOLAPUR CITY CENTRAL,14,MANISH SUBHASH GAIKWAD,Independent,347,0,347,0.17
249,SOLAPUR CITY CENTRAL,15,YOGESH SUBHASH SHIDGANE,Independent,182,0,182,0.09
249,SOLAPUR CITY CENTRAL,16,RAVI SAYANNA MHETRE (NAYAK),Independent,372,0,372,0.18
249,SOLAPUR CITY CENTRAL,17,ADV. ROHIT MORE,Independent,197,1,198,0.1
249,SOLAPUR CITY CENTRAL,18,VIKRAM UTTAM KASABE,Independent,85,1,86,0.04
249,SOLAPUR CITY CENTRAL,19,M.D. SAIFAN SHAIKH,Independent,512,0,512,0.25
249,SOLAPUR CITY CENTRAL,20,DR. SANDEEP SHANKARRAO ADKE,Independent,231,2,233,0.12
249,SOLAPUR CITY CENTRAL,21,NOTA,None of the Above,545,12,557,0.28
250,AKKALKOT,1,KALYANSHETTI SACHIN PANCHAPPA,Bharatiya Janata Party,147022,1083,148105,57.63
250,AKKALKOT,2,MALLINATH SHARNAPPA PATIL,Maharashtra Navnirman sena,1289,4,1293,0.5
250,AKKALKOT,3,SHAIKH IKRAR HASAN,Bahujan Samaj Party,692,2,694,0.27
250,AKKALKOT,4,SIDDHARAM SATLINGAPPA MHETRE,Indian National Congress,97694,839,98533,38.34
250,AKKALKOT,5,ZAMEER YAQOOBSAB SHAIKH,Prahar Janshakti Party,795,3,798,0.31
250,AKKALKOT,6,SUNIL SHIVAJI BANDGAR,Rashtriya Samaj Paksha,1299,13,1312,0.51
250,AKKALKOT,7,SANTOSHKUMAR KHANDU INGALE,Vanchit Bahujan  Aaghadi,3790,17,3807,1.48
250,AKKALKOT,8,POOJA RAHUL PATIL,Independent,147,2,149,0.06
250,AKKALKOT,9,PRASAD BASAVRAJ BABANAGARE,Independent,243,0,243,0.09
250,AKKALKOT,10,SHIVANIGAPPA GURUSIDAPPA VANGE,Independent,422,0,422,0.16
250,AKKALKOT,11,SIDDHARAM NARAYAN KOLI,Independent,226,2,228,0.09
250,AKKALKOT,12,DNYNOBA JANARDHAN SALUNKE,Independent,310,1,311,0.12
250,AKKALKOT,13,NOTA,None of the Above,1097,7,1104,0.43
251,SOLAPUR SOUTH,1,AMAR RATIKANT PATIL,Shiv Sena (Uddhav Balasaheb Thackeray),39140,665,39805,17.62
251,SOLAPUR SOUTH,2,KAPIL SHANKAR KOLI (KOLI MEMBER),Bahujan Samaj Party,1008,17,1025,0.45
251,SOLAPUR SOUTH,3,DESHMUKH SUBHASH SURESHCHANDRA,Bharatiya Janata Party,115969,963,116932,51.75
251,SOLAPUR SOUTH,4,MAHADEO BASANNA KOGANURE,Maharashtra Navnirman sena,2126,29,2155,0.95
251,SOLAPUR SOUTH,5,UMESH ISHWAR GAIKWAD,Maharashtra Swarajya party,474,7,481,0.21
251,SOLAPUR SOUTH,6,UMESH RAMA KALE,Rashtriya Samaj Paksha,193,0,193,0.09
251,SOLAPUR SOUTH,7,CHANDRAKANT MANIK VHANKADE,Blue India Party,170,1,171,0.08
251,SOLAPUR SOUTH,8,BANGALE SHEKHAR CHANDAN,Maharashtra Vikas Aghadi,709,5,714,0.32
251,SOLAPUR SOUTH,9,MOULALI BASHUMIYA SAYYED (BABA MISTRY),Prahar Janshakti Party,26591,115,26706,11.82
251,SOLAPUR SOUTH,10,SACHIN PRAKASH SONTAKKE,Janhit Lokshahi Party,323,5,328,0.15
251,SOLAPUR SOUTH,11,SIDRAM MAHADEV KAMBLE,Republican Sena,171,0,171,0.08
251,SOLAPUR SOUTH,12,SANTOSH SEVU PAVAR,Vanchit Bahujan  Aaghadi,11247,96,11343,5.02
251,SOLAPUR SOUTH,13,ASHOK JYOTIBA DHONE,Independent,274,2,276,0.12
251,SOLAPUR SOUTH,14,KORE APPARAO GOPALRAO,Independent,480,19,499,0.22
251,SOLAPUR SOUTH,15,TOUFIQUE ISMAIL SHAIKH (PAILWAN),Independent,418,5,423,0.19
251,SOLAPUR SOUTH,16,DHARMRAJ ANNARAJ KADADI,Independent,18384,363,18747,8.3
251,SOLAPUR SOUTH,17,PARASHRAM NAGANATH DOMBALE,Independent,1319,1,1320,0.58
251,SOLAPUR SOUTH,18,DR. BASAVRAJ MALLESHA BAGALE,Independent,295,5,300,0.13
251,SOLAPUR SOUTH,19,BALASO AAPPASO PATIL,Independent,598,0,598,0.26
251,SOLAPUR SOUTH,20,MANISH SUBHASH GAIKWAD,Independent,215,0,215,0.1
251,SOLAPUR SOUTH,21,MANOHAR SHRIMANT NAROTE,Independent,107,1,108,0.05
251,SOLAPUR SOUTH,22,MOHSIN ABDUL GANI SHAIKH (NETA),Independent,119,2,121,0.05
251,SOLAPUR SOUTH,23,YUVRAJ (BHAIYYA) BHIMRAO RATHOD,Independent,1042,8,1050,0.46
251,SOLAPUR SOUTH,24,RAJAQ VAJIRSAB MUJAWAR,Independent,647,2,649,0.29
251,SOLAPUR SOUTH,25,SOMNATH RAMESHWAR VAIDYA,Independent,798,4,802,0.35
251,SOLAPUR SOUTH,26,NOTA,None of the Above,808,18,826,0.37
252,PANDHARPUR,1,AUTADE SAMADHAN MAHADEO,Bharatiya Janata Party,123931,1232,125163,47.71
252,PANDHARPUR,2,DATTA RAMCHANDRA VADEKAR,Bahujan Samaj Party,669,8,677,0.26
252,PANDHARPUR,3,DHOTRE DILIP KASHINATH,Maharashtra Navnirman sena,2534,34,2568,0.98
252,PANDHARPUR,4,BHALAKE BHAGIRATHDADA BHARAT,Indian National Congress,115615,1118,116733,44.49
252,PANDHARPUR,5,SAWANT ANIL SUBHASH,Nationalist Congress Party- Sharadchandra Pawar,10054,163,10217,3.89
252,PANDHARPUR,6,ASHOK RANGANATH MANE,Vanchit Bahujan  Aaghadi,1441,23,1464,0.56
252,PANDHARPUR,7,PANKAJ HARISHCHANDRA DEVKATE,Rashtriya Samaj Paksha,845,10,855,0.33
252,PANDHARPUR,8,RAJENDRA BAPU BEDARE,Maharashtra Lokhitwadi Party,88,0,88,0.03
252,PANDHARPUR,9,SUDARSHAN RAYCHAND KHANDARE,Akhil Bharatiya Sena,85,2,87,0.03
252,PANDHARPUR,10,ABDULROF ALIAS RAJJAK JAFAR MULANI,Independent,104,0,104,0.04
252,PANDHARPUR,11,ANNA SUKHDEV MASKE,Independent,117,0,117,0.04
252,PANDHARPUR,12,ASHFAN ABDUL SAYYAD,Independent,152,0,152,0.06
252,PANDHARPUR,13,GAIKWAD AMOL SURESH,Independent,269,0,269,0.1
252,PANDHARPUR,14,TULJARAM BHIMRAO BANDAPATTE,Independent,123,3,126,0.05
252,PANDHARPUR,15,DARSHANA SHREEGANESH MANE DESHMUKH,Independent,197,0,197,0.08
252,PANDHARPUR,16,NISHIKANT BANDU PATIL,Independent,632,1,633,0.24
252,PANDHARPUR,17,BIRAPPA MADHUKAR MOTE,Independent,984,8,992,0.38
252,PANDHARPUR,18,MUJAWAR YUSUF RAJMAHAMAD,Independent,93,0,93,0.04
252,PANDHARPUR,19,ADV. METKARI BAPU DADA,Independent,180,3,183,0.07
252,PANDHARPUR,20,WAGHMARE SANJAY HANMANT,Independent,351,0,351,0.13
252,PANDHARPUR,21,VITHAL BHIMRAO BHORKADE,Independent,277,2,279,0.11
252,PANDHARPUR,22,SHRIKANT SHRIMANT NALAWADE,Independent,149,1,150,0.06
252,PANDHARPUR,23,SIDDHARAM SOMANNA KAKANKI,Independent,133,1,134,0.05
252,PANDHARPUR,24,DNYANESHWAR ARUN PANCHWAGH,Independent,92,0,92,0.04
252,PANDHARPUR,25,NOTA,None of the Above,629,9,638,0.24
253,SANGOLE,1,DIPAKABA BAPUSAHEB SALUNKHE,Shiv Sena (Uddhav Balasaheb Thackeray),50224,738,50962,19.33
253,SANGOLE,2,SHASHIKANT SUBRAV GADHIRE,Bahujan Samaj Party,840,8,848,0.32
253,SANGOLE,3,ADV. SHAHAJIBAPU RAJARAM PATIL,Shiv Sena,90325,545,90870,34.46
253,SANGOLE,4,DR. BABASAHEB ANNASAHEB DESHMUKH,Peasants And Workers Party of India,114914,1342,116256,44.09
253,SANGOLE,5,RAGHU YETALA GHUTUKADE,New Rashtriya Samaj Party,972,5,977,0.37
253,SANGOLE,6,EKANATH HANMANT SHEMBADE,Independent,164,0,164,0.06
253,SANGOLE,7,PARMESHWAR PANDURANG GEJAGE,Independent,265,0,265,0.1
253,SANGOLE,8,BABASO GANPAT DESHMUKH,Independent,445,15,460,0.17
253,SANGOLE,9,BALASAHEB NAMDEO INGAWALE,Independent,140,2,142,0.05
253,SANGOLE,10,MOHAN VISHNU RAUT,Independent,321,2,323,0.12
253,SANGOLE,11,RANSINHA VITTHAL DESHMUKH,Independent,503,1,504,0.19
253,SANGOLE,12,RAJARAM DAMU KALEBAG,Independent,520,1,521,0.2
253,SANGOLE,13,DNYANESHVAR SAMBHAJI UBALE,Independent,279,2,281,0.11
253,SANGOLE,14,NOTA,None of the Above,1101,5,1106,0.42
254,MALSHIRAS,1,UTTAMRAO SHIVDAS JANKAR,Nationalist Congress Party- Sharadchandra Pawar,120322,1391,121713,50.12
254,MALSHIRAS,2,RAM VITTHAL SATPUTE,Bharatiya Janata Party,108057,509,108566,44.7
254,MALSHIRAS,3,SURAJ ASHOK SARTAPE,Bahujan Samaj Party,1308,16,1324,0.55
254,MALSHIRAS,4,RAJ YASHWANT KUMAR,Vanchit Bahujan  Aaghadi,2246,22,2268,0.93
254,MALSHIRAS,5,PROF. DR.SUNIL SUKHADEV LOKHANDE,Rashtriya Samaj Paksha,421,4,425,0.18
254,MALSHIRAS,6,ARUN MANOHAR DHAINJE,Independent,547,2,549,0.23
254,MALSHIRAS,7,KUMAR ANANDA LONDHE,Independent,200,6,206,0.08
254,MALSHIRAS,8,DADA VISHWANATH LOKHANDE,Independent,308,2,310,0.13
254,MALSHIRAS,9,NAMDAS RAMESH ANKUSH,Independent,3030,15,3045,1.25
254,MALSHIRAS,10,ADV. MANOJKUMAR UTTAM SURWASE,Independent,257,0,257,0.11
254,MALSHIRAS,11,SUDHIR ALIAS (YUVRAJ MAMA) ARJUN POL,Independent,608,0,608,0.25
254,MALSHIRAS,12,TRIBHUVAN VINAYAK DHAINJE,Independent,1692,9,1701,0.7
254,MALSHIRAS,13,NOTA,None of the Above,1855,23,1878,0.77
255,PHALTAN,1,CHAVAN DEEPAK PRALHAD,Nationalist Congress Party- Sharadchandra Pawar,100372,1869,102241,41.8
255,PHALTAN,2,PRATIBHATAI SHELAR,Bahujan Samaj Party,607,11,618,0.25
255,PHALTAN,3,SACHIN PATIL,Nationalist Congress Party,118405,882,119287,48.77
255,PHALTAN,4,AGAWANE DIGAMBER ROHIDAS,Rashtriya Samaj Paksha,13581,247,13828,5.65
255,PHALTAN,5,PROF.  ADHAV RAMESH TUKARAM,Swabhimani Paksha,1871,62,1933,0.79
255,PHALTAN,6,CHAVAN DEEPAK,Sanay Chatrapati Shasan,2123,34,2157,0.88
255,PHALTAN,7,SACHIN JALANDAR BHISE,Vanchit Bahujan  Aaghadi,1079,22,1101,0.45
255,PHALTAN,8,AMOL MADHUKAR KARADE,Independent,112,4,116,0.05
255,PHALTAN,9,ADV KANCHANKANHOJA DHONDIRAM KHARAT,Independent,354,10,364,0.15
255,PHALTAN,10,KRUSHNA KASHINATH YADAV,Independent,230,2,232,0.09
255,PHALTAN,11,GANESH NANDKUMAR WAGHMARE,Independent,134,5,139,0.06
255,PHALTAN,12,CHANDRAKANT ALIAS SACHIN RAJARAM BHALERAO,Independent,154,1,155,0.06
255,PHALTAN,13,NITIN BHANUDAS LONDHE,Independent,292,2,294,0.12
255,PHALTAN,14,SURYAKANT MARUTI SHINDE,Independent,603,1,604,0.25
255,PHALTAN,15,NOTA,None of the Above,1459,43,1502,0.61
256,WAI,1,ARUNADEVI SHASHIKANT PISAL,Nationalist Congress Party- Sharadchandra Pawar,78613,966,79579,33.6
256,WAI,2,MAKRAND LAXMANRAO JADHAV (PATIL),Nationalist Congress Party,139849,1122,140971,59.52
256,WAI,3,VIJAY KALBA SATPUTE,Bahujan Samaj Party,1032,16,1048,0.44
256,WAI,4,ANIL MARUTI LOHAR,Vanchit Bahujan  Aaghadi,1797,20,1817,0.77
256,WAI,5,AMIT DHARMAJI MORE,Republican Party of India (A),293,6,299,0.13
256,WAI,6,UMESH MUKUND WAGHMARE,Republican Sena,198,1,199,0.08
256,WAI,7,SAGAR VINAYAK JANKAR,Rashtriya Samaj Paksha,492,6,498,0.21
256,WAI,8,ANKITA SHATRUGHN PISAL,Independent,473,2,475,0.2
256,WAI,9,GANESH DADA KESKAR,Independent,2255,46,2301,0.97
256,WAI,10,PURUSHOTTAM BAJIRAO JADHAV,Independent,4642,53,4695,1.98
256,WAI,11,PRAMOD VITTHAL JADHAV,Independent,285,2,287,0.12
256,WAI,12,MADHUKAR VISHNU BIRAMANE,Independent,276,5,281,0.12
256,WAI,13,VINAY ABULAL JADHAV,Independent,225,3,228,0.1
256,WAI,14,SHEETAL VISHWANATH GAIKWAD,Independent,457,2,459,0.19
256,WAI,15,SUHAS EKNATH MORE,Independent,1900,4,1904,0.8
256,WAI,16,NOTA,None of the Above,1757,29,1786,0.75
257,KOREGAON,1,MAHESH SAMBHAJIRAJE SHINDE,Shiv Sena,144572,1594,146166,57.94
257,KOREGAON,2,SHASHIKANT JAYWANT SHINDE,Nationalist Congress Party- Sharadchandra Pawar,99821,1282,101103,40.08
257,KOREGAON,3,UMESH BHAU CHAUHAN,Rashtriya Samaj Paksha,313,8,321,0.13
257,KOREGAON,4,CHANDRAKANT JANU KAMBLE,Vanchit Bahujan  Aaghadi,630,14,644,0.26
257,KOREGAON,5,SANTOSH RAMESH BHISE,Republican Sena,590,2,592,0.23
257,KOREGAON,6,ANIKET DATTATRAY KHATAL,Independent,67,6,73,0.03
257,KOREGAON,7,UDDHAV AATMARAM KARNE,Independent,43,5,48,0.02
257,KOREGAON,8,TUSHAR VIJAY MOTLING,Independent,67,2,69,0.03
257,KOREGAON,9,DADASO VASANTRAO OVHAL,Independent,118,1,119,0.05
257,KOREGAON,10,MAHESH KISAN SHINDE,Independent,55,7,62,0.02
257,KOREGAON,11,MAHESH MADHAV KAMBLE,Independent,64,1,65,0.03
257,KOREGAON,12,MAHESH SAKHARAM SHINDE,Independent,95,1,96,0.04
257,KOREGAON,13,MAHESH SAMBHAJIRAO SHINDE,Independent,190,2,192,0.08
257,KOREGAON,14,RASAL SADASHIV SITARAM,Independent,65,2,67,0.03
257,KOREGAON,15,SACHIN SUBHASH MAHAJAN,Independent,264,0,264,0.1
257,KOREGAON,16,SOMNATH SHANKAR AAWALE,Independent,401,1,402,0.16
257,KOREGAON,17,SANDIP VISHNU SABALE,Independent,932,1,933,0.37
257,KOREGAON,18,NOTA,None of the Above,1024,18,1042,0.41
258,MAN,1,OMBASE PRASAD MALHARRAO,Bahujan Samaj Party,905,25,930,0.35
258,MAN,2,JAYKUMAR BHAGAVANRAO GORE,Bharatiya Janata Party,148195,1826,150021,57
258,MAN,3,PRABHAKAR DEVBA GHARGE,Nationalist Congress Party- Sharadchandra Pawar,98717,1629,100346,38.13
258,MAN,4,ARVIND BAPU PISE,Prahar Janshakti Party,972,5,977,0.37
258,MAN,5,ARJUNRAO UTTAM BHALERAO,Republican Sena,878,6,884,0.34
258,MAN,6,IMTIYAJ JAFAR NADAF,Vanchit Bahujan  Aaghadi,1171,27,1198,0.46
258,MAN,7,DADASAHEB GANPAT DORGE,Rashtriya Samaj Paksha,738,18,756,0.29
258,MAN,8,ENGG. SATYAWAN VIJAY OMBASE,Swarajya Sena (Maharashtra),2637,1,2638,1
258,MAN,9,SANIDEV PRABHAKAR KHARAT,Republican Party of India (A),162,1,163,0.06
258,MAN,10,AJIT DINKAR NALWADE,Independent,66,2,68,0.03
258,MAN,11,AJINATH LAXMAN KEVATE,Independent,108,1,109,0.04
258,MAN,12,AMOL SHANKARRAO GHARGE,Independent,839,3,842,0.32
258,MAN,13,JAYADIP PANDURANG BHOSALE,Independent,318,1,319,0.12
258,MAN,14,JITENDRA GULAB AWAGHADE,Independent,945,4,949,0.36
258,MAN,15,NANASO RAMHARI YADAV,Independent,317,0,317,0.12
258,MAN,16,NARAYAN TATOBA KALEL,Independent,382,3,385,0.15
258,MAN,17,PRABHAKAR KISAN DESHMUKH,Independent,142,4,146,0.06
258,MAN,18,BAJRANG RAMCHANDRA PAWAR,Independent,503,0,503,0.19
258,MAN,19,BALRAJE REVAN VIRKAR,Independent,728,1,729,0.28
258,MAN,20,SOHAM ALIAS SOMANATH LAXMAN SHIRKE,Independent,222,4,226,0.09
258,MAN,21,SANDIP JANARDHAN KHARAT,Independent,110,2,112,0.04
258,MAN,22,NOTA,None of the Above,548,26,574,0.22
259,KARAD NORTH,1,PATIL BALASAHEB URF SHAMRAO PANDURANG,Nationalist Congress Party- Sharadchandra Pawar,89814,1121,90935,39.32
259,KARAD NORTH,2,MANOJ BHIMRAO GHORPADE,Bharatiya Janata Party,133365,1261,134626,58.21
259,KARAD NORTH,3,SHRIPATI KONDIBA KAMBLE,Bahujan Samaj Party,526,8,534,0.23
259,KARAD NORTH,4,ANSARALI MAHAMUD PATEL,Vanchit Bahujan  Aaghadi,699,12,711,0.31
259,KARAD NORTH,5,SARJERAO SHAMRAO BANSODE,Republican Party of India (A),159,0,159,0.07
259,KARAD NORTH,6,SEEMA SUNIL POTADAR,Rashtriya Swarajya Sena,81,2,83,0.04
259,KARAD NORTH,7,SOMNATH RAMESH CHAVAN,Rashtriya Samaj Paksha,1675,22,1697,0.73
259,KARAD NORTH,8,AJAY MAHADEV SURYWANSHI,Independent,516,3,519,0.22
259,KARAD NORTH,9,DIPAK SUNIL KADAM,Independent,100,2,102,0.04
259,KARAD NORTH,10,NIVRUTTI KERU SHINDE,Independent,46,2,48,0.02
259,KARAD NORTH,11,BALASO PANDURANG PATIL,Independent,41,2,43,0.02
259,KARAD NORTH,12,BALASO SHIVAJI PATIL,Independent,29,0,29,0.01
259,KARAD NORTH,13,RAMCHANDRA MARUTI CHAVHAN,Independent,86,0,86,0.04
259,KARAD NORTH,14,VASIM MAGBUL INAMDAR,Independent,256,1,257,0.11
259,KARAD NORTH,15,VAIBHAV HANMANT PAWAR,Independent,493,0,493,0.21
259,KARAD NORTH,16,NOTA,None of the Above,944,15,959,0.41
260,KARAD SOUTH,1,DR ATULBABA SURESH BHOSALE,Bharatiya Janata Party,138254,1251,139505,57.39
260,KARAD SOUTH,2,GAIKWAD VIDYADHAR KRISHNA,Bahujan Samaj Party,458,9,467,0.19
260,KARAD SOUTH,3,CHAVAN PRITHVIRAJ DAJISAHEB,Indian National Congress,99075,1075,100150,41.2
260,KARAD SOUTH,4,INDRAJIT ASHOK GUJAR,Swabhimani Paksha,760,4,764,0.31
260,KARAD SOUTH,5,MAHESH RAJKUMAR JIRANGE,Rashtriya Samaj Paksha,107,0,107,0.04
260,KARAD SOUTH,6,SANJAY KONDIBA GADE,Vanchit Bahujan  Aaghadi,302,6,308,0.13
260,KARAD SOUTH,7,VISHWJEET PATIL UNDALKAR,Independent,191,1,192,0.08
260,KARAD SOUTH,8,SHAMA RAHIM SHAIKH,Independent,746,3,749,0.31
260,KARAD SOUTH,9,NOTA,None of the Above,850,9,859,0.35
261,PATAN,1,DESAI SHAMBHURAJ SHIVAJIRAO,Shiv Sena,124841,918,125759,54.33
261,PATAN,2,BHANUPRATAP ALIAS HARSHAD MOHANRAO KADAM,Shiv Sena (Uddhav Balasaheb Thackeray),9516,110,9626,4.16
261,PATAN,3,MAHESH DILIP CHAVAN,Bahujan Samaj Party,447,8,455,0.2
261,PATAN,4,BALASO RAMCHANDRA JAGTAP,Vanchit Bahujan  Aaghadi,535,10,545,0.24
261,PATAN,5,VIKAS PANDURANG KAMBLE,Republican Party of India (A),260,1,261,0.11
261,PATAN,6,VIKAS SAMBHAJI KADAM,Rashtriya Samaj Paksha,88,3,91,0.04
261,PATAN,7,PRATAP KISAN MASKAR,Independent,267,2,269,0.12
261,PATAN,8,YADAV SANTOSH RAGHUNATH,Independent,1296,3,1299,0.56
261,PATAN,9,VIJAY JAYSING PATANKAR,Independent,347,4,351,0.15
261,PATAN,10,SATYAJIT VIKRAMSINH PATANKAR,Independent,90009,926,90935,39.28
261,PATAN,11,SURAJ UTTAM PATANKAR,Independent,549,5,554,0.24
261,PATAN,12,NOTA,None of the Above,1328,11,1339,0.58
262,SATARA,1,AMIT GENUJI KADAM,Shiv Sena (Uddhav Balasaheb Thackeray),34242,483,34725,15.78
262,SATARA,2,MILIND VAMAN KAMBLE,Bahujan Samaj Party,1144,17,1161,0.53
262,SATARA,3,SHIVENDRARAJE ABHAYSINHRAJE BHONSLE,Bharatiya Janata Party,175062,1787,176849,80.36
262,SATARA,4,BABAN GANPAT KARDE,Vanchit Bahujan  Aaghadi,2745,27,2772,1.26
262,SATARA,5,SHIVAJI BHAGWAN MANE,Rashtriya Samaj Paksha,600,6,606,0.28
262,SATARA,6,DR. ABHIJEET VAMANRAO AVADE-BICHUKALE,Independent,517,12,529,0.24
262,SATARA,7,GANESH BALASAHEB JAGTAP,Independent,501,3,504,0.23
262,SATARA,8,PATIL KRISHNA BHAURAO,Independent,514,2,516,0.23
262,SATARA,9,NOTA,None of the Above,2375,44,2419,1.1
263,DAPOLI,1,ABGUL SANTOSH SONU,Maharashtra Navnirman sena,4894,66,4960,2.52
263,DAPOLI,2,KADAM YOGESHDADA RAMDAS,Shiv Sena,103859,1148,105007,53.32
263,DAPOLI,3,KADAM SANJAY VASANT,Shiv Sena (Uddhav Balasaheb Thackeray),79944,970,80914,41.09
263,DAPOLI,4,MARCHANDE PRAVIN SAHADEV,Bahujan Samaj Party,1794,22,1816,0.92
